sl no,work,status,year,garam,work type,Total
842,ನರಸಾಪೂರ ಗ್ರಾಮದ ಬಸಪ್ಪ ಬಸಪ್ಪ ಹಳ್ಳಿ ಇವರ ಬಚ್ಚಲ ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554189),,,,,
843,ನರಸಾಪೂರ ಗ್ರಾಮದ ಯಲ್ಲಪ್ಪ ಶಿವಪ್ಪ ಕಡ್ಲೆಪ್ಪನ್ನವರ ಇವರ ಬಚ್ಚಲ ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554190),,,,,
844,ನರಸಾಪೂರ ಗ್ರಾಮದ ವಿಠ್ಠಲ ಭೀಮಪ್ಪ ಕಾಮಾರ ಇವರ ಬಚ್ಚಲ ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554191),,,,,
845,ನರಸಾಪೂರ ಗ್ರಾಮದ ಮಾರುತಿ ರಾಮಣ್ಣ ಕಾಮಾರ ಇವರ ಬಚ್ಚಲ ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554192),,,,,
846,ನರಸಾಪೂರ ಸುಭಾಸ ರಾಮಣ್ಣ ಕಾಮಾರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892554193),,,,,
847,ನರಸಾಪೂರ ಸುಭಾಸ ರಾಮಣ್ಣ ಕಾಮಾರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554194),,,,,
848,ನರಸಾಪೂರ ನಿಂಗಪ್ಪ ಭೀಮಪ್ಪ ಕಾಮಾರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554195),,,,,
849,ನರಸಾಪೂರ ಲಕ್ಷ್ಮಣ ಭೀಮಪ್ಪ ಕಾಮಾರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554196),,,,,
850,ನರಸಾಪೂರ ಹಣಮಂತ ವಿಠ್ಠಲ ಕಾಮಾರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554197),,,,,
851,ನರಸಾಪೂರ ಹೊಳಬಸಪ್ಪ ಶೇಖಪ್ಪ ತೂತಗಡಗಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554198),,,,,
852,ನರಸಾಪೂರ ಗ್ರಾಮದ ಮಹಾಂತೇಶ ಶೇಖಪ್ಪ ತೂತಗಡಗಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554199),,,,,
853,ನರಸಾಪೂರ ಗ್ರಾಮದ ಈರಪ್ಪ ಬಸಪ್ಪ ತೂತಗಡಗಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554200),,,,,
854,ನರಸಾಪೂರ ಗ್ರಾಮದ ಮಹಾದೇವ ಬಸಪ್ಪ ತೂತಗಡಗಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554201),,,,,
855,ನರಸಾಪೂರ ಗ್ರಾಮದ ಬಸಪ್ಪ ಫಕೀರಪ್ಪ ತೂತಗಡಗಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554202),,,,,
856,ನರಸಾಪೂರ ಬಸಲಿಂಗಪ್ಪ ಹೊಳಬಸಪ್ಪ ತೂತಗಡಗಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554203),,,,,
857,ನರಸಾಪೂರ ಗ್ರಾಮದ ಸದಾಶಿವ ಬಸಲಿಂಗಪ್ಪ ತೂತಗಡಗಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892554204),,,,,
858,ನರಸಾಪೂರ ಗ್ರಾಮದ ಫಕೀರಪ್ಪ ಬಾಳಪ್ಪ ಪೂಜೇರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892557938),,,,,
859,ನರಸಾಪೂರ ಮಾಬೂಬ್ಬಿ ಇಬ್ರಾಹಿಂ ಮುಲ್ಲಾ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892558563),,,,,
860,ಚಿಲಮೂರ ಗ್ರಾಮದ ಸುರೇಶ ಯಲ್ಲಪ್ಪ ಮೇಟಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558565),,,,,
861,ನರಸಾಪೂರ ಗ್ರಾಮದ ಚನ್ನಪ್ಪ ಬಸಪ್ಪ ಹಳ್ಳಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892558566),,,,,
862,ನರಸಾಪೂರ ಗ್ರಾಮದ ಲಲಿತಾ ಬಸವರಾಜ ಅಂಗಡಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558567),,,,,
863,ನರಸಾಪೂರ ಗ್ರಾಮದ ನಜೀರಸಾಬ ಮ ನದಾಫ್ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558568),,,,,
864,ನರಸಾಪೂರ ಗ್ರಾಮದ ದ್ಯಾಮಣ್ಣ ಯಮನಪ್ಪ ಮಾದರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558569),,,,,
865,ನರಸಾಪೂರ ಗ್ರಾಮದ ಗೀತಾ ಈಶ್ವರ ಅಂಗಡಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558570),,,,,
866,ನರಸಾಪೂರ ಗ್ರಾಮದ ಮಂಜುನಾಥ ಬಸವರಾಜ ಅಂಗಡಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558573),,,,,
867,ನರಸಾಪೂರ ಗ್ರಾಮದ ಯಲ್ಲಪ್ಪ ಯಮನಪ್ಪ ಮಾದರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558577),,,,,
868,ನರಸಾಪೂರ ಗ್ರಾಮದ ಸಿದ್ಲಿಂಗಪ್ಪ ಶಿವಪ್ಪ ಹಕ್ಕೆಪ್ಪನವರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892558578),,,,,
869,ನರಸಾಪೂರ ಗ್ರಾಮದ ಶಿವಪ್ಪ ಸಿದ್ದಪ್ಪ ಹಕ್ಕೆಪ್ಪನವರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892558579),,,,,
870,ನರಸಾಪೂರ ಗ್ರಾಮದ ಸಿದ್ದಪ್ಪ ಶಿವಪ್ಪ ಹಕ್ಕೆಪ್ಪನವರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892558580),,,,,
871,ನರಸಾಪೂರ ಗ್ರಾಮದ ನಿಂಗಪ್ಪ ಭೀಮಪ್ಪ ಹಕ್ಕೆಪ್ಪನವರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892558582),,,,,
872,ನರಸಾಪೂರ ಗ್ರಾಮದ ಗೋಪಾಲ ಯಮನಪ್ಪ ಮಾದರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558583),,,,,
873,ನರಸಾಪೂರ ಗ್ರಾಮದ ಹನಮವ್ವ ಯಮನಪ್ಪ ಮಾದರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558584),,,,,
874,ನರಸಾಪೂರ ಗ್ರಾಮದ ಲಕ್ಷ್ಮಣ ಕೆಂಚಪ್ಪ ಉಳ್ಳಿಗೇರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558585),,,,,
875,ನರಸಾಪೂರ ಗ್ರಾಮದ ನಿಂಗಪ್ಪ ಭೀಮಪ್ಪ ಪೂಜೇರ ಇವರ ದನದ ಶೇಡ್ಡ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558743),,,,,
876,ನರಸಾಪೂರ ಗ್ರಾಮದ ಫಕೀರಪ್ಪ ಯಮನಪ್ಪ ಪೂಜೇರ ಇವರ ದನದ ಶೇಡ್ದ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558751),,,,,
877,ನಿಂಗಪ್ಪ ಭೀಮಪ್ಪ ಪೂಜೇರ ಇವರ ಜಮೀನದಲ್ಲಿ ಬದು ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558753),,,,,
878,ನರಸಾಪೂರ ಗ್ರಾಮದ ಭೀಮಪ್ಪ ಕರಬಸಪ್ಪ ಕೊಪ್ಪದ ಇವರ ದನದ ಶೇಡ್ಡ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.1925
,(1504009014/IF/93393042892558843),,,,,
879,ನರಸಾಪೂರ ಗ್ರಾಮದ ಲಕ್ಷ್ಮಣ ಶಂ ಪಗಡಿ ಇವರ ದನದ ಶೇಡ್ಡ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558844),,,,,
880,ನರಸಾಪೂರ ಗ್ರಾಮದ ರಮೇಶ ಶಂಕ್ರಪ್ಪ ಪಗಡಿ ಇವರ ದನದ ಶೇಡ್ಡ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558846),,,,,
881,ಚಿಲಮೂರ ಗ್ರಾಮದ ಯಮನಪ್ಪ ಭೀಮಪ್ಪ ಮೇಟಿ ಇವರ ದನದ ಶೇಡ್ಡ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558847),,,,,
882,ಚಿಲಮೂರ ಗ್ರಾಮದ ಕಾಶ್ಪಪ ಸಿದ್ದಪ್ಪ ಹಾದಿಮನಿ ಇವರ ದನದ ಶೇಡ್ಡ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.1925
,(1504009014/IF/93393042892558848),,,,,
883,ಚಿಲಮೂರ ಗ್ರಾಮದ ಶಿವಪ್ಪ ಶಿವರಾಯಪ್ಪ ಮೇಟಿ ಇವರ ದನದ ಶೇಡ್ಡ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558849),,,,,
884,ಚಿಲಮೂರ ಗ್ರಾಮದ ಸುರೇಶ ಯಲ್ಲಪ್ಪ ಮೇಟಿ ಇವರ ದನದ ಶೇಡ್ಡ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.1925
,(1504009014/IF/93393042892558851),,,,,
885,ಬಾಳಪ್ಪ ಮಾಹಾದೇವಪ್ಪ ಹಳ್ಳಿ ಇವರ ಜಮೀನದಲ್ಲಿ ಬದು ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558854),,,,,
886,ನರಸಾಪೂರ ಗ್ರಾಮದ ವಿಠ್ಠಲ ಯಮನಪ್ಪ ಗೋಡಚಿ ಇವರ ದನದ ಶೇಡ್ಡ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892558933),,,,,
887,ಸಹದೇವಪ್ಪ ಮಾ ಹಳ್ಳಿ ಇವರ ದನದ ಶೇಡ್ಡ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892559227),,,,,
888,ನರಸಾಪೂರ ಗ್ರಾಮದ ಯಮನಪ್ಪ ಬಸಪ್ಪ ಕಾಮಾರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559228),,,,,
889,ನರಸಾಪೂರ ಗ್ರಾಮದ ಭೀಮಪ್ಪ ಬ ತೂತಗಡಗಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559229),,,,,
890,ನರಸಾಪೂರ ಗ್ರಾಮದ ಈರಪ್ಪ ಬಸಲಿಂಗಪ್ಪ ತೂತಗಡಗಿ ಬಚ್ಚಲ ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559230),,,,,
891,ನರಸಾಪೂರ ಗ್ರಾಮದ ಈರಪ್ಪ ಶಿ ಬಳಿಗೇರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559232),,,,,
892,ನರಸಾಪೂರ ಗ್ರಾಮದ ಸುಭಾಸ ಶಿ ಬಳಿಗೇರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559234),,,,,
893,ನರಸಾಪೂರ ಗ್ರಾಮದ ಹೋಳೆಪ್ಪ ಬ ನೇಸರಗಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559235),,,,,
894,ನರಸಾಪೂರ ಗ್ರಾಮದ ಶಾರವ್ವ ಬಸಪ್ಪ ನೇಸರಗಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559236),,,,,
895,ನರಸಾಪೂರ ಗ್ರಾಮದ ಗೂಳಪ್ಪ ಬಸಪ್ಪ ಹಳ್ಳಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559237),,,,,
896,ನರಸಾಪೂರ ಗ್ರಾಮದ ಬಸಪ್ಪ ಬಸಪ್ಪ ವಾಲಿಕಾರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559238),,,,,
897,ಪೀರನಗುಡಿ ಗ್ರಾಮದ ಚಮನಸಾಬ ಮ ಮಕಾನದಾರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892559240),,,,,
898,ಪೀರನಗುಡಿ ಗ್ರಾಮದ ಮಕ್ತುಮಸಾಬ ಬಾ ಮಕಾನದಾರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892559242),,,,,
899,ಪೀರನಗುಡಿ ಗ್ರಾಮದ ರಾಜೇಶಾಬ ಮ ತಟಗಾರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559243),,,,,
900,ಪೀರನಗುಡಿ ಗ್ರಾಮದ ಚಿನಗಿಸಾಬ ಮ ಮಕಾನದಾರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892559245),,,,,
901,ಪೀರನಗುಡಿ ಗ್ರಾಮದ ಮೈಬೂಬಸಾಬ ಮು ಹೊಸಮನಿ ಇವರ ಬಚ್ಚಲ ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892559246),,,,,
902,ನರಸಾಪೂರ ಗ್ರಾಮದ ಮುತ್ತಪ್ಪ ಬಾಳಪ್ಪ ಪೂಜೇರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559299),,,,,
903,ನರಸಾಪೂರ ಗ್ರಾಮದ ಫಕೀರಪ್ಪ ಮಾದೇವಪ್ಪ ಹಟ್ಟಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559301),,,,,
904,ನರಸಾಪೂರ ಗ್ರಾಮದ ಮಾದೇವಪ್ಪ ಬಾಳಪ್ಪ ಪೂಜೇರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892559303),,,,,
905,ನರಸಾಪೂರ ಗ್ರಾಮದ ವಿಠ್ಠಲ ಬಾಳಪ್ಪ ಪೂಜೇರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892559305),,,,,
906,ನರಸಾಪೂರ ಗ್ರಾಮದ ನಾಗಪ್ಪ ಬಾಳಪ್ಪ ಪೂಜೇರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892559309),,,,,
907,ನರಸಾಪೂರ ಗ್ರಾಮದ ಸುರೇಶ ಮುತ್ತಪ್ಪ ಪೂಜೇರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892559310),,,,,
908,ನರಸಾಪೂರ ಗ್ರಾಮದ ಸುರೇಶ ಮುತ್ತಪ್ಪ ಪೂಜೇರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559346),,,,,
909,ನರಸಾಪೂರ ಗ್ರಾಮದ ರುಕ್ಮವ್ವ ಬಾಳಪ್ಪ ಪೂಜೇರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559348),,,,,
910,ನರಸಾಪೂರ ಗ್ರಾಮದ ಶಿವಪ್ಪ ಗುರಪ್ಪ ದಳವಾಯಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892559350),,,,,
911,ನರಸಾಪೂರ ಗ್ರಾಮದ ನಿಂಗಪ್ಪ ಮಾಳಪ್ಪ ದಳವಾಯಿ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892559352),,,,,
912,ನರಸಾಪೂರ ಗ್ರಾಮದ ಸಿದ್ದಪ್ಪ ಬಸಪ್ಪ ಕಳ್ಳೆಪ್ಪನವರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892559353),,,,,
913,ನರಸಾಪೂರ ಗ್ರಾಮದ ಮಾರುತಿ ಬಸಪ್ಪ ಕಳ್ಳೇಪ್ಪನವರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892559355),,,,,
914,ನರಸಾಪೂರ ಗ್ರಾಮದ ಬಸಪ್ಪ ಭೀಮಪ್ಪ ಕಳ್ಳೆಪ್ಪನವರ ಇವರ ಬಚ್ಚಲ ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
